time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone
2025-01-07 18:00:00,1.8,1.7,189.0,5.2,69.0
2025-01-07 19:00:00,1.9,1.8,190.0,6.4,67.0
2025-01-07 20:00:00,1.9,1.8,193.0,8.5,64.0
2025-01-07 21:00:00,2.2,2.2,197.0,10.5,61.0
2025-01-07 22:00:00,2.6,2.6,204.0,12.5,58.0
2025-01-07 23:00:00,2.6,2.5,212.0,14.5,55.0
2025-01-08 00:00:00,3.2,3.2,218.0,15.2,53.0
2025-01-08 01:00:00,3.1,3.0,220.0,15.3,53.0
2025-01-08 02:00:00,2.9,2.9,219.0,15.3,54.0
2025-01-08 03:00:00,2.8,2.8,214.0,14.6,55.0
2025-01-08 04:00:00,2.7,2.7,203.0,12.4,58.0
2025-01-08 05:00:00,2.4,2.4,189.0,9.6,62.0
2025-01-08 06:00:00,2.1,2.1,178.0,7.4,66.0
2025-01-08 07:00:00,1.9,1.8,173.0,6.4,68.0
2025-01-08 08:00:00,1.8,1.8,171.0,6.1,70.0
2025-01-08 09:00:00,1.7,1.7,173.0,6.8,71.0
2025-01-08 10:00:00,1.8,1.7,180.0,9.3,70.0
2025-01-08 11:00:00,2.0,2.0,190.0,12.6,68.0
2025-01-08 12:00:00,0.7,0.7,197.0,15.2,66.0
2025-01-08 13:00:00,2.4,2.4,196.0,13.6,68.0
2025-01-08 14:00:00,2.2,2.2,192.0,11.4,71.0
2025-01-08 15:00:00,2.0,1.9,189.0,9.5,73.0
2025-01-08 16:00:00,1.8,1.8,188.0,8.2,74.0
2025-01-08 17:00:00,1.7,1.7,187.0,7.2,75.0
2025-01-08 18:00:00,1.7,1.7,187.0,6.9,76.0
2025-01-08 19:00:00,1.7,1.7,186.0,7.3,76.0
2025-01-08 20:00:00,1.9,1.9,186.0,8.3,76.0
2025-01-08 21:00:00,2.1,2.1,189.0,9.9,75.0
2025-01-08 22:00:00,2.7,2.7,198.0,12.6,72.0
2025-01-08 23:00:00,3.2,3.2,209.0,15.8,67.0
2025-01-09 00:00:00,3.5,3.4,216.0,15.0,63.0
2025-01-09 01:00:00,2.6,2.6,214.0,14.9,62.0
2025-01-09 02:00:00,2.3,2.2,208.0,14.7,62.0
2025-01-09 03:00:00,2.4,2.2,201.0,13.9,62.0
2025-01-09 04:00:00,2.5,2.2,195.0,11.9,64.0
2025-01-09 05:00:00,2.7,2.3,188.0,9.3,67.0
2025-01-09 06:00:00,2.7,2.4,182.0,7.2,69.0
2025-01-09 07:00:00,2.8,2.4,177.0,6.1,71.0
2025-01-09 08:00:00,2.5,2.2,174.0,5.5,72.0
2025-01-09 09:00:00,2.2,1.9,173.0,5.7,73.0
2025-01-09 10:00:00,1.9,1.6,176.0,7.2,72.0
2025-01-09 11:00:00,1.9,1.6,181.0,9.6,71.0
2025-01-09 12:00:00,1.4,1.3,185.0,10.9,69.0
2025-01-09 13:00:00,1.9,1.9,187.0,10.4,69.0
2025-01-09 14:00:00,2.5,2.4,189.0,9.8,70.0
2025-01-09 15:00:00,2.2,2.2,189.0,9.0,70.0
2025-01-09 16:00:00,2.1,2.0,187.0,7.9,71.0
2025-01-09 17:00:00,2.1,2.0,184.0,6.7,72.0
2025-01-09 18:00:00,2.1,2.0,183.0,6.2,72.0
2025-01-09 19:00:00,2.1,2.0,187.0,7.0,71.0
2025-01-09 20:00:00,2.2,2.1,193.0,8.6,69.0
2025-01-09 21:00:00,2.4,2.2,198.0,10.2,68.0
2025-01-09 22:00:00,2.7,2.6,201.0,11.9,67.0
2025-01-09 23:00:00,2.7,2.6,204.0,13.8,66.0
2025-01-10 00:00:00,4.4,4.0,204.0,14.7,67.0
2025-01-10 01:00:00,3.6,3.4,201.0,14.6,67.0
2025-01-10 02:00:00,3.0,3.0,197.0,14.4,67.0
2025-01-10 03:00:00,2.7,2.7,192.0,13.6,67.0
2025-01-10 04:00:00,2.6,2.5,187.0,11.6,69.0
2025-01-10 05:00:00,2.3,2.2,182.0,8.9,71.0
2025-01-10 06:00:00,2.1,2.0,178.0,6.9,73.0
2025-01-10 07:00:00,2.0,1.9,175.0,5.9,74.0
2025-01-10 08:00:00,2.0,1.8,173.0,5.6,74.0
2025-01-10 09:00:00,2.1,1.9,174.0,6.4,73.0
2025-01-10 10:00:00,2.2,2.0,180.0,9.3,70.0
2025-01-10 11:00:00,2.5,2.3,190.0,13.4,66.0
2025-01-10 12:00:00,1.4,1.4,200.0,15.6,64.0
2025-01-10 13:00:00,3.0,2.9,210.0,15.5,65.0
2025-01-10 14:00:00,3.9,3.8,220.0,15.4,66.0
2025-01-10 15:00:00,3.9,3.8,226.0,14.9,67.0
2025-01-10 16:00:00,3.8,3.7,221.0,13.2,70.0
2025-01-10 17:00:00,3.7,3.6,212.0,11.3,74.0
2025-01-10 18:00:00,3.5,3.4,213.0,11.6,75.0
2025-01-10 19:00:00,3.6,3.5,228.0,14.7,72.0
2025-01-10 20:00:00,3.9,3.9,252.0,20.0,66.0
2025-01-10 21:00:00,5.9,5.8,286.0,28.5,57.0
2025-01-10 22:00:00,9.9,9.7,342.0,43.3,41.0
2025-01-10 23:00:00,12.7,12.5,408.0,61.3,21.0
2025-01-11 00:00:00,12.6,12.3,451.0,70.5,11.0
2025-01-11 01:00:00,13.6,13.2,450.0,72.1,9.0
2025-01-11 02:00:00,14.1,13.8,426.0,74.1,7.0
2025-01-11 03:00:00,15.7,15.3,404.0,74.9,5.0
2025-01-11 04:00:00,17.5,17.1,398.0,73.2,5.0
2025-01-11 05:00:00,19.7,19.2,394.0,70.3,7.0
2025-01-11 06:00:00,20.1,19.6,383.0,67.6,8.0
2025-01-11 07:00:00,22.1,21.5,351.0,65.5,9.0
2025-01-11 08:00:00,22.0,21.4,312.0,63.6,11.0
2025-01-11 09:00:00,21.5,20.9,296.0,62.6,11.0
2025-01-11 10:00:00,22.2,21.7,325.0,64.2,8.0
2025-01-11 11:00:00,22.2,21.7,377.0,66.7,5.0
2025-01-11 12:00:00,24.8,24.1,418.0,68.0,5.0
2025-01-11 13:00:00,28.8,27.9,439.0,58.9,17.0
2025-01-11 14:00:00,24.2,23.5,449.0,46.1,33.0
2025-01-11 15:00:00,18.2,17.6,435.0,34.7,48.0
2025-01-11 16:00:00,13.2,12.9,378.0,25.9,60.0
2025-01-11 17:00:00,9.6,9.3,297.0,18.6,71.0
2025-01-11 18:00:00,7.2,7.1,240.0,14.3,78.0
2025-01-11 19:00:00,5.5,5.4,230.0,14.9,78.0
2025-01-11 20:00:00,4.9,4.8,243.0,18.5,74.0
2025-01-11 21:00:00,5.4,5.3,253.0,21.7,70.0
2025-01-11 22:00:00,5.2,5.2,250.0,23.2,69.0
2025-01-11 23:00:00,5.0,4.9,243.0,24.2,68.0
2025-01-12 00:00:00,5.2,5.1,238.0,22.2,67.0
2025-01-12 01:00:00,4.8,4.7,236.0,21.9,64.0
2025-01-12 02:00:00,4.4,4.3,235.0,21.4,59.0
2025-01-12 03:00:00,4.1,4.1,236.0,20.2,56.0
2025-01-12 04:00:00,3.9,3.9,241.0,17.5,57.0
2025-01-12 05:00:00,3.5,3.5,249.0,14.1,59.0
2025-01-12 06:00:00,3.1,3.1,256.0,11.8,60.0
2025-01-12 07:00:00,3.0,3.0,260.0,10.7,60.0
2025-01-12 08:00:00,3.0,3.0,263.0,10.7,59.0
2025-01-12 09:00:00,3.1,3.1,270.0,13.5,55.0
2025-01-12 10:00:00,3.7,3.7,285.0,22.3,45.0
2025-01-12 11:00:00,4.6,4.6,303.0,33.7,31.0
2025-01-12 12:00:00,10.1,10.0,320.0,47.3,17.0
2025-01-12 13:00:00,13.8,13.7,335.0,39.6,25.0
2025-01-12 14:00:00,14.2,14.1,347.0,28.8,36.0
2025-01-12 15:00:00,11.3,11.2,350.0,19.9,45.0
2025-01-12 16:00:00,9.1,9.0,333.0,14.1,53.0
2025-01-12 17:00:00,7.2,7.1,308.0,10.1,59.0
2025-01-12 18:00:00,6.4,6.3,297.0,9.9,60.0
2025-01-12 19:00:00,6.5,6.4,305.0,15.0,54.0
2025-01-12 20:00:00,6.8,6.7,329.0,23.7,44.0
2025-01-12 21:00:00,11.5,11.5,380.0,33.0,33.0
2025-01-12 22:00:00,25.0,24.9,476.0,43.1,21.0
2025-01-12 23:00:00,38.0,37.8,599.0,53.7,9.0
2025-01-13 00:00:00,52.0,51.7,711.0,61.9,0.0
2025-01-13 01:00:00,54.4,54.0,821.0,61.1,0.0
2025-01-13 02:00:00,58.2,58.0,920.0,60.0,0.0
2025-01-13 03:00:00,56.8,56.5,946.0,59.1,0.0
2025-01-13 04:00:00,51.9,51.6,844.0,58.8,0.0
2025-01-13 05:00:00,47.5,47.1,669.0,58.8,0.0
2025-01-13 06:00:00,45.5,45.2,524.0,58.4,0.0
2025-01-13 07:00:00,45.8,45.5,449.0,57.0,1.0
2025-01-13 08:00:00,46.0,45.6,405.0,55.2,3.0
2025-01-13 09:00:00,43.5,43.2,378.0,54.2,5.0
2025-01-13 10:00:00,40.2,39.9,370.0,55.3,5.0
2025-01-13 11:00:00,38.4,38.1,380.0,57.3,5.0
2025-01-13 12:00:00,24.7,24.6,392.0,52.8,8.0
2025-01-13 13:00:00,25.9,25.8,404.0,50.9,11.0
2025-01-13 14:00:00,26.4,26.3,419.0,48.2,17.0
2025-01-13 15:00:00,23.3,23.1,423.0,45.2,22.0
2025-01-13 16:00:00,23.2,22.9,411.0,41.5,28.0
2025-01-13 17:00:00,23.1,22.9,388.0,37.4,35.0
2025-01-13 18:00:00,23.6,23.3,362.0,34.7,40.0
2025-01-13 19:00:00,23.5,23.3,327.0,34.6,44.0
2025-01-13 20:00:00,22.7,22.5,287.0,35.9,46.0
2025-01-13 21:00:00,17.9,17.5,265.0,36.5,49.0
2025-01-13 22:00:00,13.3,12.9,277.0,35.1,53.0
2025-01-13 23:00:00,9.5,9.1,306.0,33.0,57.0
2025-01-14 00:00:00,17.4,16.7,323.0,57.9,29.0
2025-01-14 01:00:00,15.3,14.6,314.0,59.2,27.0
2025-01-14 02:00:00,14.2,13.6,293.0,60.6,25.0
2025-01-14 03:00:00,14.1,13.6,277.0,58.4,26.0
2025-01-14 04:00:00,14.0,13.5,273.0,49.6,33.0
2025-01-14 05:00:00,13.3,12.9,274.0,37.2,43.0
2025-01-14 06:00:00,12.0,11.6,273.0,26.5,52.0
2025-01-14 07:00:00,9.8,9.5,266.0,18.7,58.0
2025-01-14 08:00:00,7.3,7.1,257.0,12.6,63.0
2025-01-14 09:00:00,5.3,5.2,249.0,9.4,65.0
2025-01-14 10:00:00,4.1,4.0,243.0,11.4,60.0
2025-01-14 11:00:00,3.8,3.8,239.0,16.4,51.0
2025-01-14 12:00:00,0.4,0.4,235.0,17.0,50.0
2025-01-14 13:00:00,2.4,2.3,231.0,14.9,54.0
2025-01-14 14:00:00,2.1,2.1,228.0,12.0,60.0
2025-01-14 15:00:00,1.9,1.9,225.0,9.6,65.0
2025-01-14 16:00:00,1.9,1.9,223.0,8.2,68.0
2025-01-14 17:00:00,1.9,1.9,222.0,7.4,70.0
2025-01-14 18:00:00,1.9,1.8,223.0,7.4,71.0
2025-01-14 19:00:00,1.8,1.8,225.0,7.8,71.0
2025-01-14 20:00:00,1.9,1.8,229.0,9.0,71.0
2025-01-14 21:00:00,2.5,2.4,235.0,11.9,68.0
2025-01-14 22:00:00,4.1,4.0,247.0,18.6,60.0
2025-01-14 23:00:00,5.2,5.1,261.0,27.1,50.0
2025-01-15 00:00:00,10.9,10.9,269.0,35.0,38.0
2025-01-15 01:00:00,10.0,10.0,266.0,31.5,41.0
2025-01-15 02:00:00,8.8,8.7,256.0,26.6,45.0
2025-01-15 03:00:00,7.3,7.3,246.0,21.7,50.0
2025-01-15 04:00:00,6.1,6.1,237.0,16.9,56.0
2025-01-15 05:00:00,5.5,5.4,227.0,12.2,62.0
2025-01-15 06:00:00,5.5,5.4,218.0,8.8,66.0
2025-01-15 07:00:00,5.8,5.7,209.0,7.4,68.0
2025-01-15 08:00:00,6.0,5.9,201.0,7.3,68.0
2025-01-15 09:00:00,6.1,5.9,197.0,8.4,67.0
2025-01-15 10:00:00,6.0,5.8,202.0,11.7,62.0
2025-01-15 11:00:00,5.7,5.5,211.0,16.1,55.0
2025-01-15 12:00:00,5.8,5.7,216.0,18.4,52.0
2025-01-15 13:00:00,6.0,5.9,214.0,16.6,55.0
2025-01-15 14:00:00,5.0,5.0,208.0,12.7,61.0
2025-01-15 15:00:00,2.9,2.9,202.0,9.4,67.0
2025-01-15 16:00:00,2.5,2.4,198.0,7.6,70.0
2025-01-15 17:00:00,2.2,2.2,195.0,6.5,73.0
2025-01-15 18:00:00,2.2,2.1,193.0,6.1,74.0
2025-01-15 19:00:00,2.2,2.1,193.0,6.4,74.0
2025-01-15 20:00:00,2.3,2.2,195.0,7.5,73.0
2025-01-15 21:00:00,2.5,2.4,200.0,9.8,71.0
2025-01-15 22:00:00,3.3,3.2,211.0,13.8,67.0
2025-01-15 23:00:00,4.1,4.0,226.0,18.9,62.0
